text,slot,intent
book a table for in a serving for in,O O O O B-party_size_number O O B-restaurant_type O B-served_dish O B-timeRange O B-city B-state,BookRestaurant
play a from,O O B-music_item O B-artist I-artist,PlayMusic
rate,O B-object_select B-object_type B-rating_value,RateBook
lets take to a,O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O O B-city B-restaurant_type,BookRestaurant
please help me find the,O O O O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name O B-object_type,SearchCreativeWork
can you give me the weather for,O O O O O O O B-current_location,GetWeather
what s the playing,O O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_name I-movie_name I-movie_name,SearchScreeningEvent
give out of to,O B-rating_value O O B-best_rating B-rating_unit O B-object_select B-object_type,RateBook
give a,O B-object_name I-object_name I-object_name O B-rating_value,RateBook
put the onto playlist,O O B-playlist I-playlist B-music_item O B-playlist_owner I-playlist_owner O,AddToPlaylist
find the,O O B-object_type B-object_name I-object_name,SearchCreativeWork
please play by,O O B-track I-track I-track I-track I-track O B-artist,PlayMusic
book a table for at in,O O O O B-party_size_description I-party_size_description I-party_size_description O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-state,BookRestaurant
add to the playlist,O B-entity_name O O B-playlist I-playlist I-playlist O,AddToPlaylist
what is the at,O O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent
i d give the a rating of,O O O O B-object_name I-object_name I-object_name B-object_part_of_series_type O O O B-rating_value B-rating_unit,RateBook
play a by on,O O B-sort I-sort B-music_item O B-artist I-artist O B-service I-service,PlayMusic
play tunes,O B-service O B-playlist I-playlist I-playlist,PlayMusic
find a with rating called,O O B-object_part_of_series_type O B-rating_value O O B-object_name I-object_name I-object_name,RateBook
add to the playlist,O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O O B-playlist I-playlist O,AddToPlaylist
play the that wrote,O O B-music_item I-music_item O B-artist I-artist O,PlayMusic
book a table for people at a for,O O O O B-party_size_number O O O B-restaurant_type O B-timeRange I-timeRange I-timeRange I-timeRange,BookRestaurant
i need to know the weather in,O O O O O O B-timeRange I-timeRange I-timeRange I-timeRange O B-geographic_poi I-geographic_poi I-geographic_poi,GetWeather
i d like to watch at the,O O O O O B-movie_name I-movie_name I-movie_name O O B-object_location_type I-object_location_type,SearchScreeningEvent
can you please put this onto playlist,O O O O O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
what is the for,O O O B-object_type I-object_type O B-location_name I-location_name I-location_name,SearchScreeningEvent
add to,O B-entity_name I-entity_name O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist
give out of to,O B-rating_value O O B-best_rating B-rating_unit O B-object_name I-object_name,RateBook
play music from on,O B-year B-music_item O O B-artist O B-service,PlayMusic
i d like to eat at a place on in the i need reservations for in the city of or somewhere there,O O O O O O O B-sort O O B-timeRange I-timeRange I-timeRange O O B-restaurant_type I-restaurant_type O O O O B-party_size_number O O O O B-city O O B-spatial_relation O,BookRestaurant
what s the weather going to be in in,O O O O O O O O B-timeRange O B-country,GetWeather
add the to playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
give / to,O B-rating_value B-rating_unit O B-best_rating O B-object_name I-object_name I-object_name I-object_name,RateBook
i want to book a in,O O O O O B-sort B-cuisine B-restaurant_type O B-city I-city B-state B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,BookRestaurant
play the for,O O B-object_type O B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
add to the playlist,O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O O B-playlist O,AddToPlaylist
find a table at a for in,O O O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-city I-city,BookRestaurant
book a spot at a with that is,O O O O O B-restaurant_type O B-facility O O B-spatial_relation B-country,BookRestaurant
add the beatles yesterday to playlist,O O O B-music_item O O B-playlist_owner O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist
i want to book a for that has,O O O O O B-restaurant_type O B-party_size_number O O B-served_dish,BookRestaurant
add to playlist,O B-artist I-artist O B-playlist I-playlist I-playlist O,AddToPlaylist
out of is the rating for,B-rating_value B-rating_unit O O B-best_rating O O O O B-object_name I-object_name I-object_name,RateBook
what time is playing at,O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O B-location_name I-location_name,SearchScreeningEvent
what s the showing,O O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent
what is the weather forecast for for temps,O O O O O O B-state O B-condition_temperature O,GetWeather
put any onto,O O B-artist I-artist B-music_item O B-playlist I-playlist I-playlist,AddToPlaylist
what are,O B-object_type I-object_type O B-movie_type I-movie_type B-spatial_relation I-spatial_relation,SearchScreeningEvent
this should go on playlist,O B-music_item O O O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist
rate out of,O B-object_select B-object_type B-rating_value O O B-best_rating,RateBook
i give a,O O B-object_select B-object_type O B-rating_value,RateBook
what are the for,O O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent
give a rating for,O O B-rating_value O O B-object_name I-object_name I-object_name,RateBook
book a for in,O O B-restaurant_type O B-party_size_number O B-country I-country I-country,BookRestaurant
add to list,O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist
play by on,O B-track I-track I-track O B-artist I-artist O B-service,PlayMusic
book me a that serves for people,O O O B-restaurant_type B-spatial_relation B-country O O B-served_dish O B-party_size_number O,BookRestaurant
will the come out in,O O B-condition_description O O B-timeRange O B-city,GetWeather
show creativity of the,O O O O B-object_type B-object_name I-object_name I-object_name,SearchCreativeWork
add current to,O O B-music_item O B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist I-playlist I-playlist,AddToPlaylist
add to,O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O B-playlist,AddToPlaylist
i m looking for,O O O O B-object_name I-object_name,SearchCreativeWork
book a the for people,O O B-restaurant_type B-spatial_relation O B-poi I-poi I-poi O B-party_size_number O,BookRestaurant
what time will be playing,O O O B-movie_name I-movie_name I-movie_name I-movie_name O O,SearchScreeningEvent
play tunes from,O B-service O O B-year,PlayMusic
find with,B-spatial_relation I-spatial_relation I-spatial_relation O B-movie_type O B-object_type I-object_type,SearchScreeningEvent
what are the timings for,O O O O O B-movie_name I-movie_name I-movie_name,SearchScreeningEvent
i want to go to the at,O O O O O O B-sort B-restaurant_type O B-timeRange I-timeRange,BookRestaurant
look up the called,O O O B-object_type O B-object_name I-object_name I-object_name,SearchCreativeWork
i want to hear something from the by,O O O O O O O B-sort O B-artist I-artist,PlayMusic
play music from by,O B-music_item O O B-year O B-artist I-artist,PlayMusic
play music by sort by,O O O B-artist I-artist I-artist O O B-sort,PlayMusic
add to playlist,O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist O,AddToPlaylist
add to list,O B-entity_name O B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist O,AddToPlaylist
what is the weather forecast for,O O O O O O B-country,GetWeather
search for,O O B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
play music by,O B-year B-music_item O O B-artist I-artist,PlayMusic
can this get added to,O O B-music_item O O O B-playlist,AddToPlaylist
play the songs from,O O B-sort I-sort O O B-artist I-artist I-artist,PlayMusic
the gets,O B-object_select B-object_type O B-rating_value B-rating_unit,RateBook
is it in,O O B-condition_temperature O B-city,GetWeather
rate,O B-object_name I-object_name I-object_name B-rating_value,RateBook
is at the,O B-movie_name I-movie_name I-movie_name O O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent
i d like to eat at a,O O O O O B-timeRange I-timeRange I-timeRange O O B-spatial_relation B-poi B-restaurant_type,BookRestaurant
give me the,O O O B-object_name I-object_name I-object_name I-object_name B-object_type I-object_type,SearchCreativeWork
give of,O B-object_name I-object_name I-object_name B-rating_value O B-best_rating,RateBook
play tunes by on,O B-year O O B-artist I-artist O B-service I-service,PlayMusic
where can i view the,O O O O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
i want to give,O O O O B-object_select B-object_type B-rating_value B-rating_unit,RateBook
move to list,O B-artist I-artist O B-playlist I-playlist O,AddToPlaylist
what s today s,O O O O B-object_type I-object_type,SearchScreeningEvent
add to,O B-music_item O B-playlist_owner B-playlist I-playlist,AddToPlaylist
add songs in,O B-artist I-artist O O B-playlist I-playlist,AddToPlaylist
is at the,O B-movie_name O O B-object_location_type,SearchScreeningEvent
play a by on,O O B-music_item I-music_item O B-artist I-artist I-artist O B-service,PlayMusic
book a table at in,O O O O B-restaurant_name I-restaurant_name O B-city,BookRestaurant
to that can seat people about,B-restaurant_name B-spatial_relation O B-poi I-poi O O O B-party_size_number O O B-timeRange I-timeRange I-timeRange I-timeRange,BookRestaurant
add to,O B-artist O B-playlist_owner B-playlist I-playlist I-playlist,AddToPlaylist
what at,O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent
i want to hear on,O O O O B-genre O B-service,PlayMusic
book for for,O O B-party_size_number O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,BookRestaurant
i d like to book at a place in looking for an that is and can accommodate a party of that is also,O O O O O O O O O B-state O O O B-restaurant_type I-restaurant_type O O B-facility O O O O O O B-party_size_number O O O B-spatial_relation I-spatial_relation I-spatial_relation,BookRestaurant
what s the weather like in,O O O O O B-spatial_relation O B-state I-state,GetWeather
rate of,O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit,RateBook
please tell me what the looks like for the,O O O O O B-object_type I-object_type O O O O B-location_name I-location_name B-timeRange I-timeRange I-timeRange I-timeRange,SearchScreeningEvent
book a table for in for,O O O O B-party_size_number O B-state I-state O B-timeRange I-timeRange,BookRestaurant
add the to playlist,O O B-music_item O B-playlist_owner B-playlist O,AddToPlaylist
use service to play,O B-service O O O B-genre,PlayMusic
can you play me some music,O O O O O B-genre O,PlayMusic
play from,O B-artist I-artist I-artist O B-service,PlayMusic
i need for any type of,O O B-object_type I-object_type B-spatial_relation I-spatial_relation I-spatial_relation O O O O B-movie_type,SearchScreeningEvent
